NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_MEDICUS_REFERENCE_IL1_IL1R_JNK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_IL1_IL1R_JNK_SIGNALING_PATHWAY	Details ...	19	0.58245933	2.1645248	0.0	0.003336348	0.002	2353	tags=32%, list=8%, signal=34%	
KEGG_MEDICUS_REFERENCE_IL1_IL1R_P38_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_IL1_IL1R_P38_SIGNALING_PATHWAY	Details ...	17	0.62479043	1.9811054	0.0	0.028673144	0.028	2459	tags=47%, list=9%, signal=51%	
KEGG_MEDICUS_REFERENCE_TLR2_4_MAPK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_TLR2_4_MAPK_SIGNALING_PATHWAY	Details ...	26	0.553037	1.9523343	0.0	0.026663424	0.033	3079	tags=31%, list=11%, signal=34%	
KEGG_MEDICUS_REFERENCE_PRNP_PI3K_NOX2_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_PRNP_PI3K_NOX2_SIGNALING_PATHWAY	Details ...	28	0.6597537	1.8830824	0.0019455253	0.051103134	0.089	1502	tags=39%, list=5%, signal=41%	
KEGG_MEDICUS_REFERENCE_CYTOKINE_JAK_STAT_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_CYTOKINE_JAK_STAT_SIGNALING_PATHWAY	Details ...	42	0.5505347	1.8571092	0.0041067763	0.058299843	0.119	3068	tags=33%, list=11%, signal=37%	
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_PRNP_PI3K_NOX2_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_PRNP_PI3K_NOX2_SIGNALING_PATHWAY	Details ...	15	0.7097349	1.827419	0.011811024	0.0680332	0.162	1502	tags=47%, list=5%, signal=49%	
KEGG_MEDICUS_REFERENCE_IFN_RIPK1_3_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_IFN_RIPK1_3_SIGNALING_PATHWAY	Details ...	19	0.6276467	1.8238055	0.006134969	0.0620345	0.172	3029	tags=42%, list=11%, signal=47%	
KEGG_MEDICUS_REFERENCE_TLR1_2_4_NFKB_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_TLR1_2_4_NFKB_SIGNALING_PATHWAY	Details ...	20	0.52973	1.761626	0.016161617	0.10463751	0.277	2927	tags=40%, list=10%, signal=45%	
KEGG_MEDICUS_REFERENCE_GNRH_GNRHR_PLCB_PKC_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_GNRH_GNRHR_PLCB_PKC_SIGNALING_PATHWAY	Details ...	18	0.5949108	1.70089	0.001996008	0.16946292	0.397	5735	tags=50%, list=20%, signal=63%	
KEGG_MEDICUS_VARIANT_CYP11B1_CYP11B2_FUSION_TO_ACTH_CORTISOL_SIGNALING_PATHWAY	KEGG_MEDICUS_VARIANT_CYP11B1_CYP11B2_FUSION_TO_ACTH_CORTISOL_SIGNALING_PATHWAY	Details ...	27	0.5326063	1.6502471	0.00967118	0.25418457	0.521	4039	tags=33%, list=14%, signal=39%	
