NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
LAKE_ADULT_KIDNEY_C13_THICK_ASCENDING_LIMB	LAKE_ADULT_KIDNEY_C13_THICK_ASCENDING_LIMB	Details ...	125	-0.40344906	-1.6350067	0.008097166	1.0	0.843	6143	tags=42%, list=22%, signal=54%	
DESCARTES_MAIN_FETAL_GRANULE_NEURONS	DESCARTES_MAIN_FETAL_GRANULE_NEURONS	Details ...	18	-0.56037724	-1.6087079	0.01934236	1.0	0.884	9654	tags=72%, list=34%, signal=109%	
DESCARTES_MAIN_FETAL_MESOTHELIAL_CELLS	DESCARTES_MAIN_FETAL_MESOTHELIAL_CELLS	Details ...	25	-0.49482903	-1.5544695	0.02	1.0	0.948	3360	tags=32%, list=12%, signal=36%	
LAKE_ADULT_KIDNEY_C20_COLLECTING_DUCT_INTERCALATED_CELLS_TYPE_A_CORTEX	LAKE_ADULT_KIDNEY_C20_COLLECTING_DUCT_INTERCALATED_CELLS_TYPE_A_CORTEX	Details ...	148	-0.35947856	-1.5077331	0.036144577	1.0	0.982	5144	tags=30%, list=18%, signal=37%	
DESCARTES_MAIN_FETAL_SLC24A4_PEX5L_POSITIVE_CELLS	DESCARTES_MAIN_FETAL_SLC24A4_PEX5L_POSITIVE_CELLS	Details ...	16	-0.58660954	-1.5021178	0.044491526	1.0	0.983	5558	tags=56%, list=20%, signal=70%	
LAKE_ADULT_KIDNEY_C29_UNKNOWN_NOVEL_PT_CFH_POS_SUBPOPULATION_S2	LAKE_ADULT_KIDNEY_C29_UNKNOWN_NOVEL_PT_CFH_POS_SUBPOPULATION_S2	Details ...	86	-0.36813664	-1.4680752	0.031712472	1.0	0.996	5482	tags=34%, list=19%, signal=42%	
DESCARTES_MAIN_FETAL_METANEPHRIC_CELLS	DESCARTES_MAIN_FETAL_METANEPHRIC_CELLS	Details ...	27	-0.41322833	-1.4653022	0.08285164	1.0	0.996	4413	tags=37%, list=16%, signal=44%	
DESCARTES_FETAL_HEART_SATB2_LRRC7_POSITIVE_CELLS	DESCARTES_FETAL_HEART_SATB2_LRRC7_POSITIVE_CELLS	Details ...	96	-0.33732563	-1.4404972	0.025742574	1.0	0.999	4751	tags=27%, list=17%, signal=32%	
MANNO_MIDBRAIN_NEUROTYPES_HNBML1	MANNO_MIDBRAIN_NEUROTYPES_HNBML1	Details ...	299	-0.27581748	-1.4376211	0.008733625	1.0	0.999	6523	tags=33%, list=23%, signal=43%	
MANNO_MIDBRAIN_NEUROTYPES_HNBM	MANNO_MIDBRAIN_NEUROTYPES_HNBM	Details ...	272	-0.28978264	-1.4244698	0.014613778	1.0	0.999	6383	tags=33%, list=22%, signal=42%	
DESCARTES_MAIN_FETAL_MUC13_DMBT1_POSITIVE_CELLS	DESCARTES_MAIN_FETAL_MUC13_DMBT1_POSITIVE_CELLS	Details ...	83	-0.3299132	-1.42022	0.011583012	1.0	0.999	8478	tags=37%, list=30%, signal=53%	
CUI_DEVELOPING_HEART_5TH_WEEK_ATRIAL_CARDIOMYOCYTE	CUI_DEVELOPING_HEART_5TH_WEEK_ATRIAL_CARDIOMYOCYTE	Details ...	42	-0.3730527	-1.4201411	0.072407044	1.0	0.999	3564	tags=31%, list=13%, signal=35%	
DESCARTES_MAIN_FETAL_RETINAL_PIGMENT_CELLS	DESCARTES_MAIN_FETAL_RETINAL_PIGMENT_CELLS	Details ...	172	-0.3146789	-1.4027829	0.04191617	1.0	0.999	7809	tags=40%, list=28%, signal=54%	
HAY_BONE_MARROW_FOLLICULAR_B_CELL	HAY_BONE_MARROW_FOLLICULAR_B_CELL	Details ...	141	-0.47963753	-1.3908064	0.2061657	1.0	1.0	6785	tags=51%, list=24%, signal=67%	
