NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
NIKOLSKY_BREAST_CANCER_19Q13.1_AMPLICON	NIKOLSKY_BREAST_CANCER_19Q13.1_AMPLICON	Details ...	22	-0.78637964	-2.036865	0.0	0.09161935	0.118	2844	tags=68%, list=10%, signal=76%	
MANNE_COVID19_ICU_VS_HEALTHY_DONOR_PLATELETS_DN	MANNE_COVID19_ICU_VS_HEALTHY_DONOR_PLATELETS_DN	Details ...	159	-0.57592374	-1.8532739	0.04016064	0.38071197	0.563	4955	tags=52%, list=17%, signal=63%	
LOPES_METHYLATED_IN_COLON_CANCER_DN	LOPES_METHYLATED_IN_COLON_CANCER_DN	Details ...	27	-0.5159235	-1.7686684	0.008492569	0.6007338	0.805	3062	tags=37%, list=11%, signal=41%	
MANNE_COVID19_COMBINED_COHORT_VS_HEALTHY_DONOR_PLATELETS_DN	MANNE_COVID19_COMBINED_COHORT_VS_HEALTHY_DONOR_PLATELETS_DN	Details ...	224	-0.5084884	-1.7554859	0.050403226	0.5148942	0.836	5432	tags=49%, list=19%, signal=60%	
ALONSO_METASTASIS_DN	ALONSO_METASTASIS_DN	Details ...	25	-0.51892453	-1.7519389	0.0062761507	0.4262228	0.843	4660	tags=36%, list=16%, signal=43%	
GENTILE_UV_RESPONSE_CLUSTER_D6	GENTILE_UV_RESPONSE_CLUSTER_D6	Details ...	34	-0.45405468	-1.7487694	0.0	0.3656341	0.846	4521	tags=41%, list=16%, signal=49%	
BROWNE_HCMV_INFECTION_10HR_DN	BROWNE_HCMV_INFECTION_10HR_DN	Details ...	56	-0.40331322	-1.7486855	0.006302521	0.31368646	0.846	2931	tags=30%, list=10%, signal=34%	
PYEON_HPV_POSITIVE_TUMORS_UP	PYEON_HPV_POSITIVE_TUMORS_UP	Details ...	97	-0.41920438	-1.7089884	0.0020703934	0.3930563	0.912	3851	tags=29%, list=14%, signal=33%	
MANNE_COVID19_NONICU_VS_HEALTHY_DONOR_PLATELETS_DN	MANNE_COVID19_NONICU_VS_HEALTHY_DONOR_PLATELETS_DN	Details ...	207	-0.5288693	-1.6950241	0.060851928	0.3962553	0.93	5432	tags=49%, list=19%, signal=60%	
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP	FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP	Details ...	34	-0.48006544	-1.6753582	0.02173913	0.42086172	0.948	4728	tags=29%, list=17%, signal=35%	
SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_DN	SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_DN	Details ...	17	-0.5150432	-1.6584018	0.02027027	0.4402311	0.962	7583	tags=53%, list=27%, signal=72%	
ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_DN	ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_DN	Details ...	68	-0.3751971	-1.6461484	0.006122449	0.44634944	0.973	5710	tags=28%, list=20%, signal=35%	
ZHANG_BREAST_CANCER_PROGENITORS_UP	ZHANG_BREAST_CANCER_PROGENITORS_UP	Details ...	426	-0.33601964	-1.63865	0.026748972	0.4390577	0.974	8009	tags=38%, list=28%, signal=52%	
LIU_COMMON_CANCER_GENES	LIU_COMMON_CANCER_GENES	Details ...	60	-0.38077056	-1.6052659	0.014314928	0.5315223	0.987	3137	tags=20%, list=11%, signal=22%	
SALVADOR_MARTIN_PEDIATRIC_TBD_ANTI_TNF_THERAPY_NONRESPONDER_PRE_TREATMENT_UP	SALVADOR_MARTIN_PEDIATRIC_TBD_ANTI_TNF_THERAPY_NONRESPONDER_PRE_TREATMENT_UP	Details ...	29	-0.53614837	-1.5976297	0.03929273	0.5263626	0.992	570	tags=28%, list=2%, signal=28%	
SUZUKI_RESPONSE_TO_TSA_AND_DECITABINE_1B	SUZUKI_RESPONSE_TO_TSA_AND_DECITABINE_1B	Details ...	15	-0.4993098	-1.5924048	0.020876827	0.51264936	0.994	2950	tags=33%, list=10%, signal=37%	
HUTTMANN_B_CLL_POOR_SURVIVAL_DN	HUTTMANN_B_CLL_POOR_SURVIVAL_DN	Details ...	59	-0.39696515	-1.5731473	0.02783726	0.5576167	0.995	5745	tags=42%, list=20%, signal=53%	
ZHAN_MULTIPLE_MYELOMA_MF_DN	ZHAN_MULTIPLE_MYELOMA_MF_DN	Details ...	43	-0.4056151	-1.5717797	0.021321962	0.53238904	0.996	5747	tags=33%, list=20%, signal=41%	
MIKKELSEN_ES_HCP_WITH_H3_UNMETHYLATED	MIKKELSEN_ES_HCP_WITH_H3_UNMETHYLATED	Details ...	50	-0.39215726	-1.5475737	0.01632653	0.6028043	0.999	6702	tags=42%, list=24%, signal=55%	
RICKMAN_TUMOR_DIFFERENTIATED_MODERATELY_VS_POORLY_DN	RICKMAN_TUMOR_DIFFERENTIATED_MODERATELY_VS_POORLY_DN	Details ...	16	-0.5722727	-1.5440671	0.041666668	0.58710825	0.999	6085	tags=50%, list=21%, signal=64%	
SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_DN	SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_DN		44	-0.4016946	-1.5311476	0.08016032	0.6124213	0.999	5962	tags=34%, list=21%, signal=43%	
TSENG_ADIPOGENIC_POTENTIAL_UP	TSENG_ADIPOGENIC_POTENTIAL_UP		29	-0.39233953	-1.525265	0.025751073	0.60902524	1.0	3543	tags=24%, list=12%, signal=28%	
GAZIN_EPIGENETIC_SILENCING_BY_KRAS	GAZIN_EPIGENETIC_SILENCING_BY_KRAS		24	-0.4624648	-1.5252134	0.056133058	0.5827223	1.0	4788	tags=42%, list=17%, signal=50%	
ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN	ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN		185	-0.31007388	-1.5245957	0.006302521	0.561097	1.0	4427	tags=28%, list=16%, signal=33%	
WHITFIELD_CELL_CYCLE_G1_S	WHITFIELD_CELL_CYCLE_G1_S		130	-0.31675082	-1.5152684	0.01898734	0.5750319	1.0	6159	tags=31%, list=22%, signal=39%	
NAGASHIMA_NRG1_SIGNALING_DN	NAGASHIMA_NRG1_SIGNALING_DN		51	-0.35569045	-1.514454	0.031809144	0.55633205	1.0	6743	tags=47%, list=24%, signal=62%	
NEWMAN_ERCC6_TARGETS_DN	NEWMAN_ERCC6_TARGETS_DN		31	-0.4439919	-1.5073845	0.041394334	0.56261796	1.0	8127	tags=48%, list=29%, signal=68%	
GENTILE_UV_RESPONSE_CLUSTER_D4	GENTILE_UV_RESPONSE_CLUSTER_D4		54	-0.376932	-1.4930416	0.059183672	0.59734	1.0	5644	tags=35%, list=20%, signal=44%	
OUILLETTE_CLL_13Q14_DELETION_UP	OUILLETTE_CLL_13Q14_DELETION_UP		71	-0.34211436	-1.4768181	0.055555556	0.64134425	1.0	4343	tags=25%, list=15%, signal=30%	
NIKOLSKY_BREAST_CANCER_5P15_AMPLICON	NIKOLSKY_BREAST_CANCER_5P15_AMPLICON		21	-0.45613074	-1.464207	0.08447937	0.67332166	1.0	2485	tags=24%, list=9%, signal=26%	
KYNG_NORMAL_AGING_UP	KYNG_NORMAL_AGING_UP		15	-0.5101279	-1.4620303	0.08515284	0.6610076	1.0	1123	tags=27%, list=4%, signal=28%	
RIZ_ERYTHROID_DIFFERENTIATION_APOBEC2	RIZ_ERYTHROID_DIFFERENTIATION_APOBEC2		21	-0.45886979	-1.4601679	0.069767445	0.6474412	1.0	7902	tags=57%, list=28%, signal=79%	
PIEPOLI_LGI1_TARGETS_DN	PIEPOLI_LGI1_TARGETS_DN		15	-0.4850651	-1.4515228	0.07337526	0.66347057	1.0	8869	tags=67%, list=31%, signal=97%	
THUM_SYSTOLIC_HEART_FAILURE_DN	THUM_SYSTOLIC_HEART_FAILURE_DN		216	-0.31437463	-1.449516	0.05485232	0.6521109	1.0	4196	tags=24%, list=15%, signal=28%	
GEORGES_CELL_CYCLE_MIR192_TARGETS	GEORGES_CELL_CYCLE_MIR192_TARGETS		62	-0.3648285	-1.4490695	0.071428575	0.63528293	1.0	4918	tags=32%, list=17%, signal=39%	
RIZ_ERYTHROID_DIFFERENTIATION_6HR	RIZ_ERYTHROID_DIFFERENTIATION_6HR		30	-0.38925663	-1.4446805	0.07024793	0.6341961	1.0	5864	tags=43%, list=21%, signal=55%	
YEGNASUBRAMANIAN_PROSTATE_CANCER	YEGNASUBRAMANIAN_PROSTATE_CANCER		111	-0.30154505	-1.4373015	0.01713062	0.64564705	1.0	4801	tags=26%, list=17%, signal=31%	
RORIE_TARGETS_OF_EWSR1_FLI1_FUSION_DN	RORIE_TARGETS_OF_EWSR1_FLI1_FUSION_DN		25	-0.46533152	-1.4360468	0.09016393	0.633583	1.0	7701	tags=56%, list=27%, signal=77%	
PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_UP	PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_UP		55	-0.36052433	-1.4281307	0.09561753	0.6468709	1.0	5948	tags=35%, list=21%, signal=44%	
NUMATA_CSF3_SIGNALING_VIA_STAT3	NUMATA_CSF3_SIGNALING_VIA_STAT3		21	-0.40199187	-1.4266179	0.06818182	0.63654214	1.0	2005	tags=29%, list=7%, signal=31%	
ZHANG_RESPONSE_TO_IKK_INHIBITOR_AND_TNF_DN	ZHANG_RESPONSE_TO_IKK_INHIBITOR_AND_TNF_DN		103	-0.32535815	-1.4146944	0.048728812	0.6673117	1.0	4274	tags=25%, list=15%, signal=30%	
COWLING_MYCN_TARGETS	COWLING_MYCN_TARGETS		41	-0.35195825	-1.4110439	0.041484717	0.6652929	1.0	5290	tags=29%, list=19%, signal=36%	
GRADE_COLON_VS_RECTAL_CANCER_DN	GRADE_COLON_VS_RECTAL_CANCER_DN		53	-0.31816298	-1.4023368	0.06042885	0.68315595	1.0	5666	tags=38%, list=20%, signal=47%	
LEIN_LOCALIZED_TO_DISTAL_AND_PROXIMAL_DENDRITES	LEIN_LOCALIZED_TO_DISTAL_AND_PROXIMAL_DENDRITES		17	-0.45819786	-1.3997093	0.105932206	0.6780749	1.0	6989	tags=47%, list=25%, signal=62%	
KANG_AR_TARGETS_UP	KANG_AR_TARGETS_UP		15	-0.45982847	-1.3962134	0.105906315	0.6767976	1.0	5643	tags=33%, list=20%, signal=42%	
DAZARD_RESPONSE_TO_UV_NHEK_DN	DAZARD_RESPONSE_TO_UV_NHEK_DN		295	-0.30735785	-1.3874804	0.104700856	0.6958111	1.0	5845	tags=30%, list=21%, signal=38%	
HUMMEL_BURKITTS_LYMPHOMA_UP	HUMMEL_BURKITTS_LYMPHOMA_UP		43	-0.32638618	-1.3857278	0.041841004	0.68778896	1.0	5081	tags=35%, list=18%, signal=42%	
MEISSNER_NPC_HCP_WITH_H3K4ME2_AND_H3K27ME3	MEISSNER_NPC_HCP_WITH_H3K4ME2_AND_H3K27ME3		272	-0.28853086	-1.3783766	0.02536998	0.7029287	1.0	5779	tags=31%, list=20%, signal=38%	
GAJATE_RESPONSE_TO_TRABECTEDIN_DN	GAJATE_RESPONSE_TO_TRABECTEDIN_DN		20	-0.39255387	-1.37043	0.124497995	0.7198435	1.0	6221	tags=40%, list=22%, signal=51%	
DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_DN	DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_DN		83	-0.34021255	-1.3675888	0.1197479	0.7165887	1.0	8066	tags=46%, list=28%, signal=64%	
GOUYER_TATI_TARGETS_DN	GOUYER_TATI_TARGETS_DN		16	-0.4957375	-1.3652406	0.11205074	0.7117343	1.0	1932	tags=31%, list=7%, signal=34%	
YUAN_ZNF143_PARTNERS	YUAN_ZNF143_PARTNERS		21	-0.40305454	-1.3590151	0.13203883	0.7220017	1.0	3713	tags=33%, list=13%, signal=38%	
YANG_BREAST_CANCER_ESR1_DN	YANG_BREAST_CANCER_ESR1_DN		24	-0.42200112	-1.3526542	0.10352423	0.73314273	1.0	6174	tags=42%, list=22%, signal=53%	
PUJANA_XPRSS_INT_NETWORK	PUJANA_XPRSS_INT_NETWORK		168	-0.2898026	-1.3521737	0.13306452	0.72149867	1.0	8136	tags=36%, list=29%, signal=51%	
WALLACE_PROSTATE_CANCER_RACE_DN	WALLACE_PROSTATE_CANCER_RACE_DN		84	-0.30781356	-1.3414081	0.08704883	0.75118953	1.0	6947	tags=38%, list=24%, signal=50%	
BURTON_ADIPOGENESIS_11	BURTON_ADIPOGENESIS_11		50	-0.34337705	-1.3301052	0.11802575	0.78285277	1.0	3906	tags=26%, list=14%, signal=30%	
HADDAD_B_LYMPHOCYTE_PROGENITOR	HADDAD_B_LYMPHOCYTE_PROGENITOR		280	-0.27703208	-1.3245803	0.16530612	0.79130876	1.0	7591	tags=38%, list=27%, signal=51%	
MIKKELSEN_IPS_HCP_WITH_H3_UNMETHYLATED	MIKKELSEN_IPS_HCP_WITH_H3_UNMETHYLATED		65	-0.3122064	-1.3235415	0.113490365	0.7818043	1.0	7793	tags=40%, list=27%, signal=55%	
PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_DN	PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_DN		103	-0.27164072	-1.3235372	0.07083333	0.76858354	1.0	6382	tags=30%, list=22%, signal=39%	
GENTILE_UV_RESPONSE_CLUSTER_D2	GENTILE_UV_RESPONSE_CLUSTER_D2		36	-0.36374477	-1.322201	0.17586912	0.76079255	1.0	5166	tags=31%, list=18%, signal=37%	
VERHAAK_GLIOBLASTOMA_PRONEURAL	VERHAAK_GLIOBLASTOMA_PRONEURAL		168	-0.2689988	-1.3133048	0.054166667	0.78392786	1.0	6007	tags=31%, list=21%, signal=39%	
HASLINGER_B_CLL_WITH_MUTATED_VH_GENES	HASLINGER_B_CLL_WITH_MUTATED_VH_GENES		18	-0.42611578	-1.312095	0.17586912	0.7762185	1.0	4418	tags=28%, list=16%, signal=33%	
KAUFFMANN_DNA_REPAIR_GENES	KAUFFMANN_DNA_REPAIR_GENES		228	-0.25370145	-1.3080912	0.10978044	0.7797577	1.0	8143	tags=33%, list=29%, signal=46%	
MORI_PLASMA_CELL_DN	MORI_PLASMA_CELL_DN		36	-0.33071056	-1.3046758	0.14959016	0.78136307	1.0	6274	tags=42%, list=22%, signal=53%	
BOGNI_TREATMENT_RELATED_MYELOID_LEUKEMIA_DN	BOGNI_TREATMENT_RELATED_MYELOID_LEUKEMIA_DN		32	-0.3277017	-1.3027836	0.15416667	0.77696186	1.0	11560	tags=53%, list=41%, signal=90%	
IVANOVA_HEMATOPOIESIS_STEM_CELL_LONG_TERM	IVANOVA_HEMATOPOIESIS_STEM_CELL_LONG_TERM		199	-0.24829337	-1.3020482	0.046	0.767663	1.0	3612	tags=20%, list=13%, signal=22%	
NABA_BASEMENT_MEMBRANES	NABA_BASEMENT_MEMBRANES		40	-0.35285756	-1.2947135	0.14767933	0.7848303	1.0	5995	tags=33%, list=21%, signal=41%	
